รหัส,ที่มา,วันที่,โครงการ,ประเภท,ห้อง,ตรม.,ชั้น,เช่า,ขาย,ทำเล,สถานี,ต้นทาง,เจ้าของ,ที่โพสต์,เพจ,หมายเหตุ
PTP6409,ชีท,18/12/2025,Rhythm Asoke ll (ริทึ่ม อโศก 2),คอนโด,1 Bed 1 Bath,30.41,9,,"3,250,000","เพชรบุรีตัดใหม่, RCA, พระราม 9, มักกะสัน","MRT พระราม 9, ARL มักกะสัน, MRT เพชรบุรี",https://www.livinginsider.com/istockdetail/DIoooI_CIjfIbj.html,,https://www.facebook.com/share/p/17ZMuuD3Gn/?mibextid=wwXIfr,https://www.facebook.com/share/p/1Fnn8UmZ7H/?mibextid=wwXIfr,
PTP6408,ชีท,18/12/2025,บ้านเดี่ยว 2 ชั้น ซอยรัชดา 18,บ้าน,3 Bed 3 Bath,300,2,"99,000",,"รัชดา, ห้วยขวาง","MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร",https://www.facebook.com/share/p/1DFFhtDwxq/,https://www.facebook.com/willa.kanghan.khea.khx/,https://www.facebook.com/share/p/1CbB9tLaE6/?mibextid=wwXIfr,https://www.facebook.com/share/p/1AHHgDh8hD/?mibextid=wwXIfr,
PTP6407,ชีท,18/12/2025,U Delight @ Jatujak Station (ยู ดีไลท์ แอท จตุจักร สเตชั่น),คอนโด,1 Bed 1 Bath,34,12,"15,000",,,BTS สะพานควาย,https://www.facebook.com/share/p/1BDR3xbZ3d/,https://www.facebook.com/nut.jesadarom/,https://www.facebook.com/share/p/1BcTwQH2DD/?mibextid=wwXIfr,https://www.facebook.com/share/p/17oPuWtGdY/?mibextid=wwXIfr,U Delight @ Jatujak Station
PTP6406,ชีท,18/12/2025,IDEO Mobi Sathorn (ไอดีโอ โมบิ สาทร),คอนโด,Duplex 1 Bed 1 Bath,42,6-7,"18,000",,"เจริญนคร, วงเวียนใหญ่","BTS กรุงธนบุรี, BTS เจริญนคร, BTS วงเวียนใหญ่",https://www.facebook.com/share/p/1J1yrwPGEs/,https://www.facebook.com/sasipat.kositvorapan/,https://www.facebook.com/share/p/1B3CtFaLF5/?mibextid=wwXIfr,https://www.facebook.com/share/p/1CGWygs6HC/?mibextid=wwXIfr,Ideo mobi sathorn-taksin
PTP6405,ชีท,18/12/2025,U Delight @ Onnut Station (ยู ดีไลท์ แอท อ่อนนุช สเตชั่น),คอนโด,1 Bed 1 Bath,31,8,"14,000",,"อ่อนนุช, อุดมสุข",BTS อ่อนนุช,https://www.facebook.com/share/p/1HXRQRuYXV/?mibextid=wwXIfr,,https://www.facebook.com/share/p/178Z8XGAf3/?mibextid=wwXIfr,https://www.facebook.com/share/p/1AJj7wVvNS/?mibextid=wwXIfr,
PTP6404,ชีท,18/12/2025,Noble Ambience Sukhumvit 42 (โนเบิล แอมเบียนส์ สุขุมวิท 42),คอนโด,1 Bed 1 Bath,28,6,"17,000",,"ทองหล่อ, อโศก, สุขุมวิท, เอกมัย, พระโขนง","BTS เอกมัย, BTS พระโขนง, BTS ทองหล่อ",https://www.facebook.com/share/p/1GtS1BSZyw/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1APm1nZ3F6/?mibextid=wwXIfr,https://www.facebook.com/share/p/14QcNgRphNv/?mibextid=wwXIfr,
PTP6403,ชีท,18/12/2025,The Capital Ekamai - Thonglor (เดอะ แคปิตอล เอกมัย - ทองหล่อ),คอนโด,1 Bed 1 Bath,32,9,"17,500",,"เอกมัย, ทองหล่อ","BTS เอกมัย, BTS ทองหล่อ",https://www.facebook.com/share/p/1DWthwfoX2/,https://www.facebook.com/mickymiiw.natcha/,https://www.facebook.com/share/p/17ocuBmJwm/?mibextid=wwXIfr,https://www.facebook.com/share/p/1BogAJpSxb/?mibextid=wwXIfr,The Capital Ekamai-Thinglor
PTP6402,ชีท,18/12/2025,Quinn Condo Ratchada (ควินน์ คอนโด รัชดา),คอนโด,1 Bed 1 Bath,35,12,"18,000",,"รัชดา, ห้วยขวาง","MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร",https://www.facebook.com/share/p/1MKY25ZVUx/,https://www.facebook.com/yuijui/,https://www.facebook.com/share/p/17bJ4QpNRL/?mibextid=wwXIfr,https://www.facebook.com/share/p/1BpthkpjN1/?mibextid=wwXIfr,quinn condo รัชดาซอย 17
PTP6401,ชีท,18/12/2025,Emerald Residence Ratchada (เอมเมอรัลด์ เรสซิเดนท์ รัชดา),คอนโด,1 Bed 1 Bath,29.52,3,"13,000",,"รัชดา, ห้วยขวาง","MRT ห้วยขวาง, MRT ศูนย์วัฒนธรรมแห่งประเทศไทย",https://www.facebook.com/share/p/1DoZxpjtQB/,https://www.facebook.com/ponsawan.younyong/,https://www.facebook.com/share/p/1ZNzmAF93f/?mibextid=wwXIfr,https://www.facebook.com/share/p/1CZr3ebKNC/?mibextid=wwXIfr,เอมเมอรัลด์ เรสซิเดนท์ รัชดา
PTP6400,ชีท,18/12/2025,Life Asoke Rama 9 (ไลฟ์ อโศก - พระราม 9),คอนโด,1 Bed 1 Bath,33,27,"22,000",,"อโศก, เพชรบุรีตัดใหม่, RCA, มศว ประสานมิตร, พระราม 9","MRT พระราม 9, ARL มักกะสัน, MRT เพชรบุรี",https://www.facebook.com/share/p/1ALCVkQn6B/,https://www.facebook.com/Drumartt/,https://www.facebook.com/share/p/1bXappLvCs/?mibextid=wwXIfr,https://www.facebook.com/share/p/1Ac2738f4M/?mibextid=wwXIfr,Life Asoke Rama9
PTP6399,ชีท,18/12/2025,The Address Art Deco Chidlom (ดิ แอดเดรส ชิดลม),คอนโด,1 Bed 1 Bath,68,10,"46,000",,ชิดลม,BTS ชิดลม,https://www.facebook.com/share/p/1AYSN2Gjie/,https://www.facebook.com/jinhui.lin.7/,https://www.facebook.com/share/p/17dooakwwx/?mibextid=wwXIfr,https://www.facebook.com/share/p/1ALxTTGSgA/?mibextid=wwXIfr,The address chidlom
PTP6398,ชีท,18/12/2025,KAWA HAUS (คาวะ เฮาส์),คอนโด,1 Bed 1 Bath,37,7,"22,500",,"อ่อนนุช, อุดมสุข, พระโขนง","BTS อ่อนนุช, BTS พระโขนง",https://www.facebook.com/share/p/1H196pkTRy/,https://www.facebook.com/kancha.lee.9/,https://www.facebook.com/share/p/1BYuiCFVCp/?mibextid=wwXIfr,https://www.facebook.com/share/p/1UJzrgS3go/?mibextid=wwXIfr,Kawa Haus
PTP6397,ชีท,18/12/2025,Metris Rama 9 - Ramkhamhaeng (เมทริส พระราม 9 - รามคำแหง),คอนโด,1 Bed 1 Bath,30,,"18,000",,"รามคำแหง, พระราม 9, มักกะสัน","MRT พระราม 9, ARL มักกะสัน",https://www.facebook.com/share/p/17gNFRh8HP/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1AbQir2W8g/?mibextid=wwXIfr,https://www.facebook.com/share/p/1DEXTPhxho/?mibextid=wwXIfr,
PTP6396,ชีท,18/12/2025,Sukhumvit Living Town (สุขุมวิท ลิฟวิ่ง ทาวน์),คอนโด,2 Bed 1 Bath,63,6,"40,000","7,400,000","อโศก, สุขุมวิท",BTS อโศก,https://www.facebook.com/share/1As7jn1PXo/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1DMcGJvvZu/?mibextid=wwXIfr,https://www.facebook.com/share/p/1AM7ixTp42/?mibextid=wwXIfr,แพรทำโพสต์แล้วแจ้งที
PTP6394,ชีท,18/12/2025,MODIZ Sukhumvit 50 (โมดิซ สุขุมวิท 50),คอนโด,1 Bed 1 Bath,,,,,"อ่อนนุช, อุดมสุข",BTS อ่อนนุช,https://www.facebook.com/share/p/17gKSLfRRF/,,https://www.facebook.com/share/p/1DeyiV2BsE/?mibextid=wwXIfr,https://www.facebook.com/share/p/1BZi9bJrZL/?mibextid=wwXIfr,
PTP6395,ชีท,17/12/2025,Thru Thonglor (ทรู ทองหล่อ),คอนโด,1 Bed 1 Bath,31,28,"17,000",,"ทองหล่อ, เพชรบุรีตัดใหม่, RCA, โรงพยาบาลกรุงเทพ, มศว ประสานมิตร","BTS ทองหล่อ, MRT เพชรบุรี, ARL มักกะสัน",,,https://www.facebook.com/share/p/1D8BCaX77c/,https://www.facebook.com/share/p/1DYWvyQyyV/,
PTP6393,ชีท,17/12/2025,FLO by Sansiri (โฟล บาย แสนสิริ),คอนโด,Studio,24.86,12A,"15,000",,"เจริญนคร, วงเวียนใหญ่",BTS เจริญนคร,https://www.facebook.com/share/p/17sDB1QvY2/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1AVLGxUrjq/?mibextid=wwXIfr,https://www.facebook.com/share/p/1ZGo5RXP4u/?mibextid=wwXIfr,
PTP6392,ชีท,17/12/2025,Voque Sukhumvit 16 (โว๊ค สุขุมวิท 16),คอนโด,1 Bed 1 Bath,49.66,2,,"5,500,000","ทองหล่อ, อโศก, สุขุมวิท","BTS อโศก, MRT สุขุมวิท",https://www.facebook.com/share/p/1GGdZnQHQc/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1AnRTHBUo3/?mibextid=wwXIfr,https://www.facebook.com/share/p/1AnRTHBUo3/?mibextid=wwXIfr,
PTP6391,ชีท,17/12/2025,Monte Rama 9 (มอนเต้ พระราม 9),คอนโด,1 Bed 1 Bath,29.06,8,"12,900",,"เพชรบุรีตัดใหม่, RCA, พระราม 9, มักกะสัน","MRT พระราม 9, ARL มักกะสัน",https://www.facebook.com/share/p/1HLfKiqsLE/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1BuApdLBgj/?mibextid=wwXIfr,https://www.facebook.com/share/p/1C4LeQzm2R/?mibextid=wwXIfr,
PTP6390,ชีท,17/12/2025,Trendy Tara Bangna (เทรนดี้ ธารา บางนา),บ้าน,3 Bed 3 Bath,151,2,"50,000",,"บางนา, แบริ่ง","BTS บางนา, BTS แบริ่ง, MRT ศรีเอี่ยม",https://www.facebook.com/share/p/1Jrm8yyXgV/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1Q24DJcvRf/?mibextid=wwXIfr,https://www.facebook.com/share/p/1GtepYgrXn/?mibextid=wwXIfr,
PTP6389,ชีท,17/12/2025,Dolce Lasalle (โดวเช่ ลาซาล),คอนโด,1 Bed 1 Bath,26,5,"9,500","2,600,000","แบริ่ง, บางนา","BTS แบริ่ง, BTS บางนา",https://www.facebook.com/share/p/1FTRAbWu22/?mibextid=wwXIfr,,https://www.facebook.com/share/p/17MhgJHwAR/?mibextid=wwXIfr,https://www.facebook.com/share/p/1Bnwnopnqk/?mibextid=wwXIfr,
PTP6388,ชีท,17/12/2025,Verve Rama 9 (เวิร์ฟ พระราม 9),บ้าน,3 Bed 3 Bath,134,,,"4,690,000","พัฒนาการ ศรีนครินทร์, พระราม 9, มักกะสัน","MRT พระราม 9, ARL มักกะสัน",https://www.livinginsider.com/istockdetail/DIoooI_CeeDboy.html,,https://www.facebook.com/share/p/1Mz7xVyhAN/?mibextid=wwXIfr,https://www.facebook.com/share/p/1J2ibLj1K1/?mibextid=wwXIfr,
PTP6387,ชีท,17/12/2025,Townhouse Ramkhamhaeng 2,บ้าน,3 Bed 3 Bath,24,2,"15,000",,"มีนบุรี-ร่มเกล้า, เจริญนคร","BTS กรุงธนบุรี, BTS เจริญนคร",https://www.livinginsider.com/istockdetail/DIoooI_bfyfyjD.html,,https://www.facebook.com/share/p/17QpnYYAxb/?mibextid=wwXIfr,https://www.facebook.com/share/p/1Beqigzqo6/?mibextid=wwXIfr,
PTP6386,ชีท,17/12/2025,IDEO Q Siam - Ratchathewi (ไอดีโอ คิว สยาม - ราชเทวี),คอนโด,2 Bed 2 Bath,62,12A,"40,000","12,900,000",ราชเทวี พญาไท,"BTS ราชเทวี, BTS พญาไท, BTS สยาม",https://www.livinginsider.com/istockdetail/DIoooI_CjoyjIe.html,,https://www.facebook.com/share/p/15sDL9b8Zf/?mibextid=wwXIfr,https://www.facebook.com/share/p/1AXd8vVmeo/?mibextid=wwXIfr,
PTP6385,ชีท,17/12/2025,The Base Sukhumvit 77 (เดอะ เบส สุขุมวิท 77),คอนโด,1 Bed 1 Bath,30,11,"12,500",,"อ่อนนุช, อุดมสุข",BTS อ่อนนุช,https://www.livinginsider.com/istockdetail/DIoooI_CjoIIof.html,,https://www.facebook.com/share/p/18366vLszu/?mibextid=wwXIfr,https://www.facebook.com/share/p/1BnmRrpsak/?mibextid=wwXIfr,
PTP6384,ชีท,17/12/2025,Wynn Condo Ladprao–Chockchai 4 (วินน์ คอนโด ลาดพร้าว–โชคชัย 4),คอนโด,2 Bed 1 Bath,34.82,,"18,000",,"ลาดพร้าว, เจริญนคร","MRT โชคชัย 4, MRT ลาดพร้าว, BTS กรุงธนบุรี",https://www.livinginsider.com/istockdetail/DIoooI_CjojojI.html,,https://www.facebook.com/share/p/18uPJxegsx/?mibextid=wwXIfr,https://www.facebook.com/share/p/17wbEdpAyL/?mibextid=wwXIfr,
PTP6383,ชีท,17/12/2025,U Delight Ratchavipha (ยูดีไลท์ รัชวิภา),คอนโด,1 Bed 1 Bath,30.5,19,"9,000",,"เกษตรศาสตร์ รัชโยธิน, เจริญนคร","BTS กรุงธนบุรี, BTS เจริญนคร",https://www.livinginsider.com/istockdetail/DIoooI_CjojDgy.html,,https://www.facebook.com/share/p/1BNswdEKLP/?mibextid=wwXIfr,https://www.facebook.com/share/p/1EbQJcTTFx/?mibextid=wwXIfr,
PTP6382,ชีท,17/12/2025,iCondo Sukhumvit 105 (ไอคอนโด สุขุมวิท 105),คอนโด,1 Bed 1 Bath,31,4,,"1,200,000","บางนา, เจริญนคร","BTS กรุงธนบุรี, BTS เจริญนคร",https://www.facebook.com/share/p/1ExWVcNvpf/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1BH8p11p65/?mibextid=wwXIfr,https://www.facebook.com/share/p/1a55ao9H5p/?mibextid=wwXIfr,
PTP6381,ชีท,17/12/2025,The Base Sukhumvit 50 (เดอะ เบส สุขุมวิท 50),คอนโด,1 Bed 1 Bath,26,6,"14,500",,"อ่อนนุช, อุดมสุข",BTS อ่อนนุช,https://www.facebook.com/share/p/1Pr6bx2VGj/?mibextid=wwXIfr,,https://www.facebook.com/share/p/17UhMbN4gR/?mibextid=wwXIfr,https://www.facebook.com/share/p/14T4A6E6aF3/?mibextid=wwXIfr,
PTP6380,ชีท,17/12/2025,Life Asoke Rama 9 (ไลฟ์ อโศก - พระราม 9),คอนโด,Studio,28.07,7,"18,000",,"อโศก, เพชรบุรีตัดใหม่, RCA, มศว ประสานมิตร, พระราม 9","MRT พระราม 9, ARL มักกะสัน, MRT เพชรบุรี",https://www.livinginsider.com/istockdetail/DIoooI_CCCoeeI.html,,https://www.facebook.com/share/p/1EbrUrvE6M/?mibextid=wwXIfr,https://www.facebook.com/share/p/17pko8dL7m/?mibextid=wwXIfr,
PTP6379,ชีท,17/12/2025,Vista 180 Ratchavipha (วิสต้า 180 รัชวิภา),บ้าน,3 Bed 3 Bath,148,2,"23,000",,"นนทบุรี บางใหญ่ บางบัวทอง, เจริญนคร","BTS กรุงธนบุรี, BTS เจริญนคร",https://www.livinginsider.com/istockdetail/DIoooI_bbDejyy.html,,https://www.facebook.com/share/p/16TpsMKH39/?mibextid=wwXIfr,https://www.facebook.com/share/p/16TpsMKH39/?mibextid=wwXIfr,
PTP6378,ชีท,16/12/2025,Baan Klang Muang Urbanion Srinakarin : บ้านกลางเมือง เออร์บาเนี่ยน ศรีนครินทร์,บ้าน,3 Bed 3 Bath,185,3,"25,000",,"พัฒนาการ ศรีนครินทร์, เจริญนคร","BTS กรุงธนบุรี, BTS เจริญนคร",https://www.livinginsider.com/istockdetail/DIoooI_bffjgef.html,,https://www.facebook.com/share/p/1ALSnjUvWQ/?mibextid=wwXIfr,https://www.facebook.com/share/p/1DourzF9s9/?mibextid=wwXIfr,
PTP6377,ชีท,16/12/2025,Supalai Elite Phayathai (ศุภาลัย เอลีท พญาไท),คอนโด,2 Bed 2 Bath,105,14,"40,000",,ราชเทวี พญาไท,"ARL ราชปรารภ, BTS พญาไท, BTS อนุสาวรีย์ชัยสมรภูมิ",https://www.livinginsider.com/istockdetail/DIoooI_bDogfbI.html,,https://www.facebook.com/share/p/19yfBvsuzT/?mibextid=wwXIfr,https://www.facebook.com/share/p/1Ag2weqPnr/?mibextid=wwXIfr,
PTP6376,ชีท,16/12/2025,The Link Vano Sukhumvit 64 (เดอะ ลิ้งค์ วาโน สุขุมวิท 64),คอนโด,1 Bed 1 Bath,36,8,"15,500",,"เอกมัย, สุขุมวิท, ทองหล่อ","BTS เอกมัย, BTS ทองหล่อ",https://www.facebook.com/share/p/17pyRfYbX8/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1BudZi93Xu/?mibextid=wwXIfr,https://www.facebook.com/share/p/17LRdeFwvk/?mibextid=wwXIfr,
PTP6375,ชีท,16/12/2025,Lumpini Park Riverside Rama 3 (ลุมพินี พาร์ค ริเวอร์ไซด์ พระราม 3),คอนโด,Studio,29,25,"11,500",,"ลุมพินี, สีลม","MRT ลุมพินี, BTS ศาลาแดง",https://www.facebook.com/share/p/1CrcZWN5j8/?mibextid=wwXIfr,,https://www.facebook.com/share/p/14NtFW4KBJn/?mibextid=wwXIfr,https://www.facebook.com/share/p/1BqfXNw41a/?mibextid=wwXIfr,
PTP6374,ชีท,16/12/2025,Rhythm Sukhumvit 44/1 (ริทึ่ม สุขุมวิท 44/1),คอนโด,2 Bed 1 Bath,50,21,"35,000",,"อ่อนนุช, อุดมสุข, พระโขนง, เอกมัย","BTS พระโขนง, BTS เอกมัย",https://www.facebook.com/share/17jog8M3Sw/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1Gi9Gw2pGw/?mibextid=wwXIfr,https://www.facebook.com/share/p/17XvY1pD9Z/?mibextid=wwXIfr,
PTP6373,ชีท,16/12/2025,The Reserve Phahol - Pradipat (เดอะ รีเซิร์ฟ พหลฯ-ประดิพัทธ์),คอนโด,Duplex 1 Bed 1 Bath,42.1,9,"30,000","6,990,000",สะพานควาย จตุจักร,"BTS สะพานควาย, MRT กำแพงเพชร",https://www.facebook.com/share/15QFeGwZHKu/?mibextid=wwXIfr,,https://www.facebook.com/share/p/17gJjMZQcb/?mibextid=wwXIfr,https://www.facebook.com/share/p/1KUTnFsuKa/?mibextid=wwXIfr,
PTP6372,ชีท,16/12/2025,OKA HAUS Sukhumvit 36 (โอกะ เฮาส์ สุขุมวิท 36),คอนโด,2 Bed 1 Bath,,33,"32,000",,"ทองหล่อ, อโศก, สุขุมวิท","BTS ทองหล่อ, MRT ศูนย์ประชุมแห่งชาติสิริกิติ์",https://www.facebook.com/share/17ix2jVian/?mibextid=wwXIfr,,https://www.facebook.com/share/p/1Ep9mz7qKc/?mibextid=wwXIfr,https://www.facebook.com/share/p/1Z7S4vr3D1/?mibextid=wwXIfr,
